study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	study_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJEB6456	SAMEA2579927	ERS473045	ERX490945	ERR525710	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1960110644;1985951601	48e7b7e30f8c03507a14d70f0eafcccd;4ed3ea9e3ea83af8689713fcc7e1758d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525710/ERR525710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525710/ERR525710_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525710/ERR525710_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525710/ERR525710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525710/ERR525710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525710/ERR525710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525710/130_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525710/130_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525710	130_4M	Stool sample from danish
PRJEB6456	SAMEA2579928	ERS473046	ERX490946	ERR525711	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1909151968;1944647527	39fe3f9bbaf73d9af78c2c29fd908f67;feea6ede92c2c949c228f78416d19268	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525711/ERR525711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525711/ERR525711_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525711/ERR525711_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525711/ERR525711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525711/ERR525711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525711/ERR525711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525711/130_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525711/130_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525711	130_B	Stool sample from danish
PRJEB6456	SAMEA2579929	ERS473047	ERX490947	ERR525712	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2254998493;2268955042	b9661c9d9acbc8c64a406b1a1c66f2ac;18fce8146a4d50c1d21c47841cc3251c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525712/ERR525712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525712/ERR525712_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525712/ERR525712_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525712/ERR525712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525712/ERR525712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525712/ERR525712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525712/130_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525712/130_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525712	130_M	Stool sample from danish
PRJEB6456	SAMEA2579930	ERS473048	ERX490948	ERR525713	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1630855055;1640979515	a01234dbf0a81a66a38c1c730e794efc;e24be8d9e9a9f24f9c49f406881946e7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525713/ERR525713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525713/ERR525713_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525713/ERR525713_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525713/ERR525713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525713/ERR525713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525713/ERR525713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525713/133_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525713/133_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525713	133_12M	Stool sample from danish
PRJEB6456	SAMEA2579931	ERS473049	ERX490949	ERR525714	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1496397891;1504119044	88dfc030555205f5ee9ae010ef32516c;72f19e1a3f9adf40174449bd78a336e8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525714/ERR525714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525714/ERR525714_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525714/ERR525714_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525714/ERR525714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525714/ERR525714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525714/ERR525714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525714/133_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525714/133_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525714	133_4M	Stool sample from danish
PRJEB6456	SAMEA2579932	ERS473050	ERX490950	ERR525715	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1755882043;1775460679	aa3b6fe15c1660df18d43ddb09a08889;2c5011735718dd2c2516140ae5140add	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525715/ERR525715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525715/ERR525715_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525715/ERR525715_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525715/ERR525715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525715/ERR525715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525715/ERR525715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525715/133_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525715/133_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525715	133_B	Stool sample from danish
PRJEB6456	SAMEA2579933	ERS473051	ERX490951	ERR525716	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1937735516;1941965456	0625b09b0714f0e60552a41e4fa0d1bd;633bf801e1dcf4e3b0e39a9a4f7e7464	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525716/ERR525716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525716/ERR525716_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525716/ERR525716_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525716/ERR525716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525716/ERR525716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525716/ERR525716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525716/133_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525716/133_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525716	133_M	Stool sample from danish
PRJEB6456	SAMEA2579934	ERS473052	ERX490952	ERR525717	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1903482604;1971563637	3383d462afbbd2f3fae6ba126d2104f1;900b791ad27de65c74256cb7b224f865	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525717/ERR525717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525717/ERR525717_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525717/ERR525717_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525717/ERR525717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525717/ERR525717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525717/ERR525717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525717/137_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525717/137_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525717	137_12M	Stool sample from danish
PRJEB6456	SAMEA2579935	ERS473053	ERX490953	ERR525718	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1730729319;1772184282	6801a79a31f5861aeb9ae6bd3513d7f6;17bff1113f01643fb313c712e5d1f418	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525718/ERR525718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525718/ERR525718_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525718/ERR525718_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525718/ERR525718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525718/ERR525718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525718/ERR525718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525718/137_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525718/137_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525718	137_4M	Stool sample from danish
PRJEB6456	SAMEA2579936	ERS473054	ERX490954	ERR525719	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1568331630;1618451471	66c2f159a47fbb0e082cf679d9156431;5db896760af5e0c4a1072da5a5b196a8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525719/ERR525719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525719/ERR525719_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525719/ERR525719_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525719/ERR525719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525719/ERR525719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525719/ERR525719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525719/137_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525719/137_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525719	137_B	Stool sample from danish
PRJEB6456	SAMEA2579937	ERS473055	ERX490955	ERR525720	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1580629535;1629047865	674125da0d86254983e64eafdd03e558;096a18303286febd6dce9b9e7c596278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525720/ERR525720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525720/ERR525720_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525720/ERR525720_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525720/ERR525720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525720/ERR525720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525720/ERR525720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525720/137_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525720/137_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525720	137_M	Stool sample from danish
PRJEB6456	SAMEA2579938	ERS473056	ERX490956	ERR525721	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2078075561;2101423651	6664a8e16c26886b44a599049ac9dea2;6e15546ec8e9a59d3800708794a39fb0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525721/ERR525721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525721/ERR525721_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525721/ERR525721_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525721/ERR525721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525721/ERR525721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525721/ERR525721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525721/1_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525721/1_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525721	1_4M	Stool sample from danish
PRJEB6456	SAMEA2579939	ERS473057	ERX490957	ERR525722	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1739088188;1746149739	2823edcc936a08a8a7011935eb1cda84;5f35d71cbc5457bd5f44712e5b44d024	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525722/ERR525722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525722/ERR525722_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525722/ERR525722_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525722/ERR525722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525722/ERR525722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525722/ERR525722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525722/150_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525722/150_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525722	150_12M	Stool sample from danish
PRJEB6456	SAMEA2579940	ERS473058	ERX490958	ERR525723	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1825693853;1843976378	5e6612f6dec0c033bbdfb2c4b7be87a4;059a62150c266daf62b5af708ebc0eb8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525723/ERR525723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525723/ERR525723_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525723/ERR525723_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525723/ERR525723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525723/ERR525723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525723/ERR525723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525723/150_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525723/150_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525723	150_4M	Stool sample from danish
PRJEB6456	SAMEA2579941	ERS473059	ERX490959	ERR525724	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1840021429;1854203613	2a6c9dcdc87b5d16006a6ef82ffbbdbd;081532189bd6a7263c729f00602d5eec	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525724/ERR525724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525724/ERR525724_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525724/ERR525724_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525724/ERR525724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525724/ERR525724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525724/ERR525724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525724/150_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525724/150_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525724	150_B	Stool sample from danish
PRJEB6456	SAMEA2579942	ERS473060	ERX490960	ERR525725	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1456305619;1475665788	806c6500f4e92d268eaa8de3aa09559b;0c77c0d59bc37bbe2a6adb83d0d6ef42	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525725/ERR525725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525725/ERR525725_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525725/ERR525725_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525725/ERR525725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525725/ERR525725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525725/ERR525725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525725/150_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525725/150_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525725	150_M	Stool sample from danish
PRJEB6456	SAMEA2579943	ERS473061	ERX490961	ERR525726	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1742644611;1758074594	258fc84dab467a22750e9e23950002c2;757d0895b6dd0a3cca2891aa1ba77a71	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525726/ERR525726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525726/ERR525726_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525726/ERR525726_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525726/ERR525726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525726/ERR525726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525726/ERR525726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525726/157_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525726/157_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525726	157_12M	Stool sample from danish
PRJEB6456	SAMEA2579944	ERS473062	ERX490962	ERR525727	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1920727952;1946194458	8ff81d2a21f0ca4493c171c093841237;f99209f5ce425ba01cc0e33577542c88	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525727/ERR525727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525727/ERR525727_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525727/ERR525727_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525727/ERR525727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525727/ERR525727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525727/ERR525727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525727/157_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525727/157_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525727	157_4M	Stool sample from danish
PRJEB6456	SAMEA2579945	ERS473063	ERX490963	ERR525728	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1335084611;1368293432	2fde516d810563b4df8b0f6b37e4c0ec;36099fda6c66f64de166139768397998	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525728/ERR525728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525728/ERR525728_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525728/ERR525728_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525728/ERR525728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525728/ERR525728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525728/ERR525728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525728/157_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525728/157_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525728	157_B	Stool sample from danish
PRJEB6456	SAMEA2579946	ERS473064	ERX490964	ERR525729	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1641976474;1662246748	20ae7dcd685063dc19650e1f55744157;f370e38008eb395f3ff2af14bfa517f4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525729/ERR525729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525729/ERR525729_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525729/ERR525729_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525729/ERR525729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525729/ERR525729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525729/ERR525729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525729/157_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525729/157_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525729	157_M	Stool sample from danish
PRJEB6456	SAMEA2579947	ERS473065	ERX490965	ERR525730	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1555819078;1563971165	65f92143ae1531b5fc39f7b95be53aa8;d10a2024d530d1eccc2c4b7146bbb51b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525730/ERR525730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525730/ERR525730_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525730/ERR525730_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525730/ERR525730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525730/ERR525730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525730/ERR525730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525730/172_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525730/172_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525730	172_12M	Stool sample from danish
PRJEB6456	SAMEA2579948	ERS473066	ERX490966	ERR525731	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1573489239;1565263231	cb09bb6fbc8beb81babff5f6d87a0be9;539a359768fd61a20f59248c9a6570c6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525731/ERR525731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525731/ERR525731_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525731/ERR525731_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525731/ERR525731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525731/ERR525731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525731/ERR525731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525731/172_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525731/172_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525731	172_4M	Stool sample from danish
