,Blautia obeum,Dorea sp CAG 317,Dorea longicatena,Blautia wexlerae,Blautia sp CAG 257,Roseburia faecis,Dorea formicigenerans,Roseburia hominis,Ruminococcus gnavus,Gemmiger formicilis,Ruminococcus torques,Alistipes shahii,Eubacterium hallii,Coprococcus comes,Coprococcus catus,Roseburia sp CAG 309,Eubacterium ramulus,Roseburia sp CAG 471,Eubacterium eligens,Dialister invisus,Roseburia intestinalis,Bacteroides dorei,Alistipes putredinis,Alistipes finegoldii,Ruminococcus bromii,Eubacterium sp CAG 38,Clostridium sp CAG 58,Anaerostipes hadrus,Roseburia inulinivorans,Eubacterium ventriosum,Clostridium sp CAG 167,Bacteroides ovatus,Bacteroides caccae,Alistipes indistinctus,Eisenbergiella tayi,Ruminococcus lactaris,Lactobacillus rogosae,Bacteroides fragilis,Bacteroides vulgatus,Bacteroides eggerthii,Bacteroides uniformis,Bacteroides stercoris,Oscillibacter sp 57 20,Lachnospira pectinoschiza,Ruminococcus bicirculans,Flavonifractor plautii,Bacteroides salyersiae,Clostridium bolteae,Bacteroides finegoldii,Streptococcus salivarius,Eggerthella lenta,Coprobacter fastidiosus,Bacteroides intestinalis,Butyricimonas virosa,Oscillibacter sp CAG 241,Bacteroides massiliensis,Bacteroides xylanisolvens,Streptococcus thermophilus,Odoribacter splanchnicus,Streptococcus parasanguinis,Parabacteroides merdae,Turicimonas muris,Eisenbergiella massiliensis,Bacteroides cellulosilyticus,Bacteroides thetaiotaomicron,Paraprevotella xylaniphila,Barnesiella intestinihominis,Agathobaculum butyriciproducens,Butyricimonas synergistica,Parabacteroides distasonis,Faecalibacterium prausnitzii,Parabacteroides goldsteinii,Gordonibacter pamelaeae,[Collinsella] massiliensis,Collinsella stercoris,Clostridium leptum,Enterorhabdus caecimuris,Escherichia coli,Holdemania filiformis,Monoglobus pectinilyticus,Ruthenibacterium lactatiformans,Asaccharobacter celatus,Eubacterium siraeum,Fusicatenibacter saccharivorans,Eubacterium rectale,Collinsella aerofaciens,Collinsella intestinalis,Adlercreutzia equolifaciens,Akkermansia muciniphila,Anaeromassilibacillus sp An250,Bifidobacterium longum,Bilophila wadsworthia,Lawsonibacter asaccharolyticus,Intestinimonas butyriciproducens,Bifidobacterium adolescentis,Clostridium spiroforme,Parasutterella excrementihominis,Phascolarctobacterium faecium,Firmicutes bacterium CAG 94,Firmicutes bacterium CAG 95,Firmicutes bacterium CAG 83,Firmicutes bacterium CAG 110,Firmicutes bacterium CAG 145,Proteobacteria bacterium CAG 139,SampNum,WeekNum,Participant_ID
103427_s3,0.0044742,0,0.0385313,0.000336,0,0,0.0294845,0,0.0003958,0.0002681,0,0.0010601,0.0190541,0,0.0001326,0,0.0065783,0,0.0773533,0,0.0003176,0,0.0001874,0.0001962,0.0027548,0,0.0043725,0.0031721,0,0.0003057,0,0.0207575,0.0003579,0.006353,0,0,0,0.0017305,0.035762,0,0.0134611,0.0087291,0.0286696,0.0518934,0.0021778,0.0007927,0,0.0001387,0,1.32e-05,0.0001107,0,0,0.0043483,0.0387091,0,0.0015761,0.0009145,0.0031666,0,0.0114055,0,0,0,0.0043184,0.0045913,0,0.0046387,0.0003208,0.0092479,0.0724562,0,6.7e-06,4.1e-05,8.21e-05,0,0,0,0,0,0.0003024,0,0.0477823,0.0075332,0.0852392,0.0064741,1.11e-05,0,2.36e-05,0,0,0,0.0003997,5.38e-05,0,0,0,0,0,0,0.0075465,0,0,0,3,2,103427
103427_s4,0.0055364,0,0.0235433,0.000266,6.75e-05,0,0.0142717,0,1.04e-05,0.0003387,0,0.0008366,0.011563,0,9.05e-05,0,0.0101397,0,0.0329636,0,0.0030783,0,0,0.0003105,0.0029859,0,0.003477,0.0034859,0,0.0004414,0,0.0023825,0.0016955,0.0034961,0,0,0,0.0003315,0.0371602,0,0.0028988,0.0077006,0.0601891,0.0082665,0.0824548,0.0006633,0,0.000289,0,0,0,0,0,0.0010727,0.004035,0,0.0001039,0,0.0017174,0,0.0039345,0,0,0.0001814,0.0016776,0.00267,7.51e-05,0.004289,0,0.0131294,0.0557401,0,0,0,0.0001056,0.0008148,0,0.0001569,4.95e-05,0,0.0002584,0,0.0914887,0.008218,0.0779888,0.0113466,2.12e-05,0,0.0003341,0,0,0,0.0001485,4.86e-05,0,0,0,0,0,0,0.0106066,0,0,0,4,2,103427
103919_s1,0.0014072,0.0001591,0.0378414,0.0039584,0.002837,0.0035877,0.0046094,0.0017556,0.0091065,0,0,4.6e-05,0.0076876,0.0080478,0,0,0,0,0,0,0.0096838,0.0464859,0.0483225,0.0128869,0,0,0.008776,0.0094057,0.014572,0.0013805,0,0.0030185,0,0,0,0,0,0.0242242,0,0,0.0293481,0.27581,0,0,0,0.0077617,0,0.0010772,0,0,0.0003502,0,0,0,0.0133954,0,0,0,0.0045466,0,0,0,0,0.0002481,0,0.009384,0,0.0067591,0,0.0079924,0.0038796,0,5.12e-05,1.85e-05,0.000467,0.0008505,8.43e-05,0,0.0002671,0.0021975,0.0015671,0.0019683,0,0.0459687,0.1199346,0,0.0198494,0.0020436,0.0001433,0,0,0.0011407,0.00072,2.83e-05,0,0,0,0,0,0,0.0050661,0,0,0,1,1,103919
103919_s2,0.0002474,0.0002382,0.0245814,0.0001041,0.0021858,0.0025875,0.0016908,0.0009605,0.0020456,0,0,0.0001937,0.0053402,0.005633,0,0,0,0,0,0,0.0047248,0.0461748,0.0393567,0.0324421,0,0,0.0033278,0.0039973,0.0294843,6.14e-05,0,0.0023743,0,0,0,0,0,0.0663604,0,0,0.0394498,0.3730555,0,0,0,0.0108152,0,0.0024887,0,0,0.0003145,0,0,0,0.0010276,0,0,0,0.0050593,0,0,0,0,0.0006982,0,0.0062617,0,0.0043835,0,0.0059118,0.0003947,0,3.85e-05,2.32e-05,8e-04,0.0001547,0.0001018,0,0.0001166,0.0001835,0.0011444,0.0024321,0,0.0048644,0.0402424,0,0.0393494,0.0021409,0.0159556,0,0,0.0009294,0.0005679,0.0007312,0,0,0,0,0,0,0.0011793,0,0,0,2,1,103919
103919_s4,0.0189035,0.0004131,0.0188549,0.0079844,0.0001185,0.0027752,0.0024406,0.1406467,0.0030288,0,0,0.0002127,0.033376,0.0094489,0,0,0,0,0,0,0.0311528,0.0407282,0.0355379,0.0045148,0,0,0.0142173,0.0048114,0.0375146,0.0056453,0,0.0008231,0,0,0,0,0,0.0739893,0.0001294,0,0.0080761,0.1132046,0,0,0,0.0118354,0,0.0031882,0,0,0.000987,0,0,0,0.0055601,0,0,0,0.0011701,0,0,0,0,1.1e-05,0,0.0038755,0,0.0017304,0,0.0018204,0.0260788,0,0.0001684,3.66e-05,0.0013208,0.0527376,6.24e-05,0,0.0010441,0.0030285,0.0061899,0.0017471,0,0.0456917,0.0056323,5.95e-05,0.0574925,0.0016045,5.34e-05,0,0,6.46e-05,0.0011817,0.0012259,0,0,0,0,0,0,0.0541624,0,0,0,4,2,103919
103991_s3,0.0229119,0.000739,0.0292734,8.98e-05,0.0003073,0.0049362,0.0029651,0.0010089,0.0003291,0,0,0.0001692,0.016796,0.0164496,0,0,0,0,0,0,0.0055216,0.0583774,0.0397272,0.0120777,0,0,0.0052464,0.0053698,0.0112579,0.0032341,0,0.0044134,0,0,0,0,0,0.0249608,0,0,0.0549514,0.3887748,0,0,0,0.0039964,0,0.0026499,0,0,0.0015104,0,0,0,0.0038063,0,0,0,0.006063,0,0,0,0,0.0012522,0,0.0010569,0,0.0026381,0,0.0019897,0.002264,0,0.000192,8.57e-05,0.0008604,0.0012099,0.0001431,0,0.0010286,0.0195129,0.0005751,0.0041455,0,0.034969,0.0001284,0,0.0335085,0.0041804,0.0002169,0,0,0.0008908,0.0004804,0,0,0,0,0,0,0,0.0210707,0,0,0,3,2,103991
105022_s3,0.0112435,0.0002813,0.0150293,0.0021067,0,0.0001402,0.0054382,0.0012169,0,0.0009651,0.0156143,0.0061129,0.0149165,0.0014496,0.0051642,0.0001658,0,4.78e-05,0.023504,0,0,0.0023539,0.0671557,1.22e-05,0.1277745,0,0.0011148,0.0339034,0.0087991,1.34e-05,0.0010917,0,0.0116744,0.006211,0,0.0019358,0.0018619,0.0005285,0.0121172,0.0009286,0.0218374,0.014622,0.0009694,0.0102953,0,0,0.0019831,0,0.0028771,0.0108206,0,0.0004038,0.0081304,0.0018745,4.35e-05,0.0041062,0.0005453,0,0.0089008,0.0054531,0.0067561,0,0,0,9.31e-05,0.0004457,0.0229748,0.0025859,0.001232,0.010603,0.0632987,0,0,7.99e-05,0.0003578,0.0006389,0,0,0,0.0007518,0.0003276,0.0005537,0.0450443,0.0119763,0.1525207,0.0310918,0.0001258,0.0002154,0.0032364,0,5.13e-05,0,0.0001928,0,0,0,0,0,0,0,0.0025378,0.0272107,0,0,3,2,105022
105022_s4,0.0056573,0.0019802,0.0138682,0.0002395,0,0.0001152,0.0043503,0.0022577,0,0.0005228,0.0116753,0.0100055,0.0111264,0.0002746,0.0020571,0.0005758,0.000119,1.58e-05,0.0213591,0,0.0001114,0.0033503,0.1087795,5.56e-05,0.0736318,0.0010433,0.0006799,0.0283498,0.0053755,7.4e-06,0.0027809,5.34e-05,0.024181,0.0093894,0,0.003225,0.0011147,0.0009518,0.0237026,0.003256,0.0361974,0.0175927,0,0.0067178,0,0,0.0023395,0,0.0032212,0.0092678,0,0.0008783,0.0224568,0.0019202,0.0001656,0.0077156,0.0008694,0.0010026,0.0086964,0.0038935,0.0082311,0,0,0,0.0006924,0.0015699,0.0364429,0.0042382,0.0017671,0.0129905,0.0619829,0,0.0002502,0.0001766,0.0010737,0.0003579,2.94e-05,0,6.21e-05,0.00154,0.0014869,0.0022945,0.0168538,0.0095417,0.0972604,0.0577516,0.0003307,0.0011742,0.0154077,0.0002901,0.0003105,4.36e-05,0.00073,0,0,0.0001469,0.0003861,5.14e-05,0,0,0.0026658,0.0213136,0,0,4,2,105022
105363_s1,0,0,0.0026975,0.0124658,0,0.0305024,0.0005214,0.0160982,1.28e-05,0.0005679,0.0148232,0.0102412,0.0007863,0.0030659,0,0,0,0.0026504,0.0078923,0,0.0346917,0,0.0858785,0.0037854,0.0114623,0,0.002472,0.0073631,0.0031749,0,0,0.0235867,0.0196221,0,0,0.0109592,0,0,0.0556283,0.0852127,0.1937669,0.0140085,0.0152009,0,0.0033745,0.0006098,0.0165946,0,0,0,0,0,0,0,0.0110885,0,0,0,0.0032849,0,0.0082134,0,0,4.2e-05,0.0255965,0,0,0.0001928,0,0.0072877,0.0232388,0.0015066,0.0003646,0,0,0.0009744,4.63e-05,0,0,0,0.0001122,0.0030529,0.0017338,0.0024221,0.1388508,0.0082636,0,0.0028485,0.0106397,0,0.0012245,0.0006537,0,0.0027412,0,0,0.0004523,0.001029,0,0,0.0080192,0,0,0.0099321,1,1,105363
105363_s2,0.0005251,0,0.0180073,0.0457141,0,0.0118585,0.008714,0.0031471,0.0076934,0.0020564,0.0102819,0.0105673,0.0293339,0.007704,0.001302,0,0,0.005656,0.0123617,0,0.0027765,0,0.0740245,0.0017966,0.0602257,0,0.0014887,0.0521985,0.0014052,0,0,0.0066222,0.0473917,0,4.01e-05,0.0104316,0,0,0.0612732,0.0673614,0.1320829,0.0191012,0.0076314,0,0.0213954,0.0016605,0.0192166,0,0,1.93e-05,0.000244,0,0,0,0.0092643,0,0,0,0.0032955,0,0.0054209,0,0,1.03e-05,0.0242117,0,0,0.0008456,0,0.0089023,0.0219761,0.0028861,0.0007233,0,3.07e-05,0.0003142,4.04e-05,0,0.0004062,0,0.0027984,0.0015173,0.0342524,0.0034852,0.0331481,0.0162943,0,0.0017044,0.0071942,0,0.0018888,0.0002774,0.000273,0.0029948,0,0,0.0010254,0.0099298,0,0,0.0080104,0,0,0.0152053,2,1,105363
105403_s1,0.0015606,0.000224,0.0267322,0.0038728,0,0.0056658,0.0077188,0.003644,0,0.0007113,0.0107315,0.0076813,0.0205555,0.0066115,0.0023888,0.0002473,0.0026404,0,0.0043543,0,0.0012362,0,0.1028362,0.0036365,0.0584713,0,0.0045474,0.0021867,0.0036421,0.0027927,0.0011538,0.0018301,0,0.0054077,0,0.0052123,0.000189,0.0053344,0.0681035,0.0672566,0.033356,0,0.0125849,0.0068152,0.0196868,0.0002188,0,0,0,0.0002959,0,0.00599,0,0.000213,0.0012138,0,0,0,0.0059438,0,0,0,0,0.0001769,0.0051474,0,0.022322,0.0049731,0.0015888,0.0391352,0.0618668,0.0022264,0.0005386,0.000113,0.0003829,0,0,0,0,0,0.0009244,0.0035942,0.0320894,0.0955922,0.0428446,0.0331929,5.89e-05,0.0025239,0.0554849,0,0,0.0006464,0.0017482,0.0001232,0,0,0.0047732,0.0009544,0,0,0.0013518,0.0025425,0,0,1,1,105403
105403_s2,0.0013476,0,0.0303676,0.0068929,0,0.0125872,0.0077221,0.0061419,0,0.0006447,0.0101043,0.0078142,0.0194952,0.0045713,0.0033672,0.0012619,0.0029991,4.32e-05,0.0161172,0,0.0024065,0,0.1055203,0.0040955,0.0352551,0,0.0039978,0.0038348,0.0191584,0.0040973,0.0019446,0.0005887,0,0.0034151,0.0001546,0.0104968,0.0007942,0.0094611,0.0585409,0.0736045,0.0237492,0,0.0126779,0.014877,0.0198794,0.000154,0,0,0,0.0001649,0,0.0039627,0,0.0007008,0.0008029,0,2.59e-05,0.007455,0.0110151,0,0,0,0,0.0003613,0.0013747,0,0.0124342,0.0032985,0.0025711,0.0276055,0.0890732,0.0049354,0.0010389,6.51e-05,0.0003044,0,8.94e-05,0.0004166,0,0,0.0027998,0.0032991,0.0133887,0.0481033,0.0545193,0.0256587,5.91e-05,0.0022733,0.0649685,0,0,0.0009046,0.0011429,0.0007411,0,0,0.0019956,0.0011309,0,3.3e-05,0.0019018,0.0020706,0,4.99e-05,2,1,105403
105495_s3,0.0035899,0,0.00481,0.0023481,0,0.0211761,0.0006995,0.0046929,0.0008893,0.0022096,0.0060969,0.0108986,0.0019426,0.0044376,0.0024872,0,0.0003986,0,0.0219469,0,0,0.0688111,0.0073615,0.0081854,0,0,0.0005187,0.0056601,0.0015678,0,0.0005794,0.0051882,0.0576692,0.0046197,0.0161543,0.0050792,0,0,0.0646997,0.0073873,0.1570532,0.0028037,0.0029993,0.0061736,0,0.0026122,0,0.0001283,0.0103412,0,0,0.0003063,5.55e-05,8.43e-05,0.0247003,0.0026859,0.0017002,0,0.0033888,0,0.0427854,0,0,0.0019358,0.0034594,0.0005254,0,0.0021426,0.0009116,0.0258866,0.0398074,0,0,0.0003491,0.0006591,0.0005819,0,0.0029073,0,0.00554,0.0158996,0.0005915,0.0062359,0.0108986,0.0078205,0.0174158,0.0001105,0.0002533,0.0113738,0.0011339,0.0006246,0.0006215,0.0044322,0,0.0128559,0,0.0006747,0,0.002406,0,0,0.0048896,0,0,3,2,105495
105495_s4,0.0016538,0,0.0087588,0.0006263,0,0.0974697,0.001743,0.0006051,0,0.0005006,0.0220552,0.0029526,0.0001638,0.0022184,0.0006434,0,0.0118109,0,0.0258619,0,0,0.0317562,0.0048932,0.0013177,0,4.6e-05,0.0006247,0.0002709,0.0017017,0,0.0284137,0.0057163,0.0105328,0.0006487,1.94e-05,0.0190497,0,0,0.0359419,0.0061064,0.0707994,0.0025913,0.0069845,0.0338535,0,0.000214,0,0,0.0036575,0,0,0.0009052,0,0,0.0333385,0.0010589,0.0018626,0,0.0026736,0,0.0206459,0,0,0.0017821,0.0055408,0.0032756,0,0.0017564,0.0003441,0.0110138,0.1015084,0,0,0,0,0,0,0,0,0.0036756,0.0003172,4.66e-05,0.0474183,0.050619,0.0757424,0.0034646,0.0003173,0,0.0028797,0.0009093,0,0.0001756,0.0064635,0,0.0022762,1.28e-05,0.0007011,0,0.0009074,0,1.8e-05,0.006898,0,0,4,2,105495
105512_s3,0.001314,0,0.0085644,0.0021333,0,0.0564559,0.0039326,0.0009774,0.0002584,0.0012615,0.0098873,0.003774,0.0088785,0,0.0005601,0.0003025,0.0039194,2.75e-05,0.0112032,0,0,0.0340649,0.0351041,0.0107817,0.0931762,0.0021034,0.0001294,0.0096729,0.0031223,0.001978,0.0029367,0.0191508,0,0.0016759,0,0.01302,0.0002524,0,0,0,0.0308628,0.2405635,0,0.0014141,0,0.0022271,0,0,0,0,6.38e-05,0,0,0,0,0.0135279,0,0.0006451,0.0048176,8.36e-05,0,0,0,0.0095518,0.0124674,0,0.009164,0.0018747,0,0.0154573,0.06064,0,0.000661,0,0.0010392,0.0002878,7.7e-06,0,0.0002985,0.0006023,0.0006527,0.0010417,0,0.0328803,0.0985239,0,0.0135701,0.0011798,0,0,0.0123529,0.0007998,0,0,0.0679333,0,0,0,0,0,0.0099508,0,7.6e-06,0,3,2,105512
105512_s4,0.0006593,0,0.0163115,0.0014934,0,0.0735986,0.0050594,0.0002946,0,0.001122,0.0073278,0.0036848,0.0070687,0,0.0003304,0.000323,0.0019075,2.26e-05,0.0108156,0,0,0.0502699,0.0319796,0.0090849,0.0840304,0.0048104,0,0.0059092,0.0014357,0.0077392,0.0135941,0.0326477,0,0.0006201,0,0.0100443,2.95e-05,0,0,0,0.0311031,0.2487451,0,0.0015291,0.0021358,0.0007118,0,0,0,0,0,0,0,0,0,0.0118327,0,0.0002208,0.0080787,0,0,0,0,0.017611,0.01968,0,0.0107062,0.0022806,0,0.0159287,0.0914391,0,8.95e-05,0,0.0006804,2.41e-05,0,0,0.0001696,0.0064549,0.0001953,0.0004689,0,0.0287833,0.0552082,0,0.0070062,0.0004598,0,0,0.0093404,8.18e-05,0,0,0.0316828,0,0,0,0,0,0.0065114,4.28e-05,0.0001425,4.55e-05,4,2,105512
105858_s1,0.013846,0.0039821,0.0178911,0,0,0.030341,0.002094,0.0024079,0,0.0020435,0.0061387,0.009486,0.0079758,0.0063424,0.0013408,0,0.000569,4.18e-05,0.0118788,0,0.0016048,0.0095177,0.0447954,0.0011038,0,0.0008854,0.0019991,0.0101621,0,0,0.0037999,0.0014891,0.0128008,0,0.0009409,0.0140541,2.5e-05,6.54e-05,0.0334614,0.0099752,0.0210547,0.0036101,0.0044973,0.0077612,0,0.0009399,0,0.0001662,0,3.01e-05,0,0.000211,0.0299492,0.0037527,0.0010924,0,0,0,0.0041306,0,0.0074031,0,0.0007159,0,0.0048686,0,0.0051962,0.0008656,0.0002131,0.0158196,0.0295191,0,2.49e-05,0,0.0001456,0,0,0,0,0,0.0007726,0.0009798,0.088468,0.0304198,0.0262093,0.0174907,0,0.0014006,0.0121378,0.0001091,0,0,0.0006318,0.0004984,0,3.45e-05,0.0010368,0.0042361,0.0044017,0.0046351,0.001724,0.0003195,0,0,1,1,105858
105858_s2,0.0098542,0.0026635,0.0105289,0,0,0.0209207,0.0011464,0.0005837,0,0.0019647,0.006366,0.0077155,0.0058036,0.0026994,0.0004372,0,0.000233,3.14e-05,0.0090313,0,0.001267,0.0113399,0.049159,0.0005931,0,0.000659,0.0007175,0.0094485,0,0,0.0043656,0.0018154,0.0084577,0,0,0.0156016,4.42e-05,0.0004152,0.0364846,0.0087146,0.024347,0.0031649,0.0017689,0.005491,0,0.0004356,0,0,0,7.86e-05,0,0.0003901,0.0371624,0.0034499,0.0004649,0,0,0,0.0037717,0,0.0054851,0,0.0004045,0,0.0073829,0,0.004597,0.0008953,1.28e-05,0.0145953,0.0236286,0,1.48e-05,1.1e-05,0.000143,0,4.9e-06,0,0,0,0.0001682,0.0013276,0.1050303,0.02098,0.0211126,0.0147076,0,0.0014429,0.0080457,4.97e-05,0,0,0.000515,0.0002411,0,0.0001552,0.0009081,0.0032646,0.0033799,0.0065471,0.0015112,0.0007645,0,0,2,1,105858
105858_s3,0.004379,0.0119078,0,0,0,0.0122929,0.0032075,0.0057317,0,0.001999,0.0054163,0.0089999,0.0079785,0.002897,0.0004873,0,1.05e-05,2.05e-05,0.0157258,0,0.0088365,0.0183157,0.0507638,0.0184007,0.0024275,0,0.0001276,0.0050117,0.0003182,0,0,0.002176,0.0080533,0,0.0012633,0.004866,0,0.0024144,0.0310485,0.0035507,0.0319641,0.0037794,0.0008643,0.0069431,0,0.0029788,0,0,0,0.0001743,0,0.0001417,0.0326207,0.0031218,0.0084324,0,0,0,0.004503,3.55e-05,0.0041736,0,1.04e-05,0,0.0024876,0,0.0039489,0.0012506,3.1e-05,0.0248103,0.0802951,0,0.0001847,1.51e-05,3.22e-05,0.0001672,1.54e-05,0,0.0002267,0,0.0020579,0.0005139,0.1477304,0,0.0307848,0.0061311,0,0.0006243,0.0076095,0.000396,0,3.66e-05,0.0011455,0.0003987,0,6.03e-05,0.00054,0.0065476,0.0004404,0.0068882,0.0002584,0.0089508,0.0003325,0,3,2,105858
105858_s4,0.0030197,0.0124568,0,0,0,0.0167747,0.001107,0.0064535,0,0.0012529,0.0046878,0.0158496,0.0066452,0.0040947,0.0004426,0,0,3.71e-05,0.0353139,0,0.0032009,0.0360377,0.0506357,0.0218084,0.003795,0,0.0009286,0.0060185,0,0,0,0.003262,0.0085166,0,0,0.0032535,0,0.0013236,0.0518415,0.0072059,0.0368191,0.0040508,0.0026427,0.0090039,0,0.0025369,0,0,0,1.31e-05,0,0.0003302,0.0316067,0.0042031,0.0099378,0,0,0,0.0038008,0,0.0059341,0,0,0,0.0026172,0,0.0043082,3.3e-05,0.0002577,0.0140237,0.0229329,0,0,0,0,5.02e-05,0,0,0,0,0.000293,0.0005273,0.1888065,0,0.061211,0.0030188,0,0.0005887,0.02462,0.0001296,0,2.49e-05,0.0013822,0.0003868,0,0,0.0005821,0.0046853,0.0004657,0.005637,0.0001371,0.0017856,0.0002351,0,4,2,105858
105987_s1,0.0023251,0.0005908,0.0047081,0.0006957,0,0,0.0008818,0.0044154,0,0.0003765,0.0120221,0.0049171,0.005861,0.0035753,0,0.0001566,0.0016244,6.4e-06,0.0285021,0,0.0065652,0,0.0656246,0,0.0109409,0.0040343,0.0030108,0.0025142,0.0043082,0.0004759,0,0.0196178,0,0,0,0.0001245,0,0.0421774,0.2533561,0,0.0883346,0,0.0081822,0,0,9.35e-05,0,0,0.001293,0,0,0,0,0.0002811,0,0,0,0.0008826,0.0103729,0,0.0084496,0,6.2e-05,0.0023299,0.02251,0.0038352,0.0648659,0.0022005,0.0004104,0.0169662,0.0468618,0,0.0002706,0,0,0.0003692,0,0,4.79e-05,0.0051704,0.0001672,0.0008511,0.0784159,0.0138663,0.0614058,0.0086543,0,0.0005962,0,0,0,0.0001206,0.0003014,3.27e-05,0,0.0005235,0,0,0,0,0.0033177,0.0223042,0.0007831,0,1,1,105987
105987_s2,0.0016855,0.0004187,0.0055738,0.00082,0,0,0.0004878,0.0061703,0,0.0004381,0.0073747,0.0056575,0.003266,0.0047234,0,0.0004295,0.0024154,1.42e-05,0.0341737,0,0.0172063,0,0.0706346,0,0.0142131,0.0035321,0.0107926,0.003198,0.0151398,0.0007095,0,0.0113445,0,0,0,0.0001017,0,0.0313011,0.1732681,0,0.0810766,0,0.0073226,0,0,0.0002476,0,0,0.0009805,0,0,0,0,0.0002365,0,0,0,0.0001018,0.0082311,0,0.0081938,0,2.81e-05,0.0023872,0.0154961,0.0058307,0.0542379,0.0053705,0.0003782,0.0137068,0.0526885,0,4.94e-05,0,0,0,0,0,8.83e-05,0.0051233,3.5e-05,0.0003946,0.0877698,0.0239525,0.1020363,0.0052744,0,0.0003673,0,0,0,0.0001524,0.0004213,0.0001414,0,0.0002195,0,0,0,0,0.0053305,0.0366844,0.0012263,0,2,1,105987
105987_s3,0.0208712,0.0020077,0.0080169,0.0016962,0,0,0.0017894,0.0022513,0,0.0001122,0.0128214,0.0018605,0.0037508,0.0097329,0,0.0003766,0.0031216,0.0004031,0.0202668,0,0.0240118,0,0.0407367,0,0.0364888,0.0015511,0.0039526,0.012236,0.0151047,0.0005189,0.0035734,0.0092541,0,0,0,0.0005009,0.0006419,0.0292353,0.1316171,0,0.0688938,0,0.0070189,0.021724,0,0.0003694,0,0,0.0145907,0,0.0001198,0,0,0.000101,0,0,0,5.47e-05,0.0029398,0,0.0116736,0,0,0.0017593,0.0075216,0.004322,0.0256996,0.0124013,0.0002352,0.0141593,0.0586337,0,0.0003879,9.2e-06,0,0,7.8e-06,0,0.0002465,0.0049535,0.000124,0.0007574,0.0792648,0.023322,0.0964269,0.0058129,0,0.0005843,0,0,0,0.0002034,0.0001746,3.22e-05,0,0.000439,0,0,0,0,0.0100094,2.72e-05,0.0001116,0,3,2,105987
105987_s4,0.0098124,0.0001959,0.0075521,0.0009451,0,0,0.0011437,0.0031119,0,0,0.0070465,0.0016765,0.0007669,0.0048908,0,0.0012443,0.0016645,0.0002848,0.0218256,0,0.0187466,0,0.0504464,0,0.0080255,0.0033323,0.0028306,0.005588,0.0135159,0.0002522,0.0030407,0.010294,0,0,0,0.0001795,0,0.0305975,0.1420913,0,0.0868831,0,0.0022513,0.0281591,0,0.0004703,0,0,0.0136922,0,0.0001693,0,0,0.0001402,0,0,0,0,0.0050498,0,0.0127654,0,0,0.003449,0.0067404,0.0041734,0.0390047,0.0054101,0.0002197,0.0238667,0.0492234,0,1.32e-05,0,0,0,0,0,0.0002721,0.0033783,6.86e-05,0.0004945,0.100923,0.0230837,0.0931771,0.0078022,2.26e-05,0.0003247,0,0,0,2.34e-05,0.0002089,0,0,0.0004019,0,0,0,0,0.0104423,0.0003239,0,0,4,2,105987
106263_s1,0.0097818,0,0.0096535,0.0016223,0,0.006281,0.0037647,0.0010817,0,0.0051999,0.0036894,0.007715,0.0145589,0.0085322,0.0007993,0.0003249,0.0006239,0.0013536,0.0093957,0,0.0034994,0,0.0476932,0.0004525,0,0,1.13e-05,0.0094822,0.0206686,0,0,0,0.005522,0.0111735,0,0.0101528,0.0002018,0,0.0324131,0,0.0181394,0,0.0094577,0.006296,0.0099772,0,0,0,0,0.0016592,0,0,0,8.81e-05,0.0030832,0.0053555,0.0001956,0.0025792,0.0026388,0.0002019,0,0.0001058,0,0.0065043,0,0.0068902,0.024568,0.0006957,0.0010863,0.0097809,0.0528991,0.0006746,0.0003101,1.35e-05,4.41e-05,0,2.75e-05,0,0,0,0.0001099,0.0031174,0.0063972,0.0052622,0.1027978,0.0096945,0,0.0010681,0.0002966,0,0,0,9.35e-05,0,0.0016934,0,0.0054999,0,0,0,3.3e-05,0,0,0.0002564,1,1,106263
106263_s2,0.0011207,0,0.003281,0,0,0.0070735,0.001544,0.0003297,0,0.0029528,0.0003452,0.0092737,0.0078927,0.0033288,4.66e-05,7.67e-05,0.0003682,0,0.0117238,0,0.0005804,0,0.0500142,0.0008605,0,0,1.5e-05,0.0041573,0.0132196,0,0,9.02e-05,0.0090714,0.0111195,0,0.0051282,0.0003129,0,0.0482311,0,0.0221532,0,0.013123,0.0062952,0.0028803,0,0,0,0,0,0,0,0,0.0005759,0.0033806,0.0043692,3.26e-05,0,0.0038481,0,0,0.0003298,0,0.0144744,0,0.0134318,0.0400426,0.0004282,0.0025561,0.0268798,0.0462563,0.0025082,9.21e-05,4.74e-05,0.0001143,0.0003272,4.13e-05,0,0,0,0.0010075,0.0039111,0.0442542,0.0060275,0.0762733,0.0085799,0,0.0013581,0.0040939,0,0,0.0001384,6.17e-05,0,0.0014868,0,0.0124157,0,0,0,0,0,0,0.0006234,2,1,106263
