"","Blautia_wexlerae","Blautia_coccoides","Roseburia_faecis","Blautia_sp_CAG_257","Roseburia_hominis","Dorea_formicigenerans","Ruminococcus_gnavus","Tyzzerella_nexilis","Eubacterium_hallii","Gemella_haemolysans","Eubacterium_eligens","Hungatella_hathewayi","Dialister_invisus","Anaerostipes_hadrus","Ruminococcus_bromii","Clostridium_neonatale","Eubacterium_sp_CAG_38","Staphylococcus_aureus","Alistipes_putredinis","Anaerostipes_caccae","Alistipes_finegoldii","Bacteroides_dorei","Roseburia_intestinalis","Roseburia_inulinivorans","Streptococcus_mitis","Bacteroides_ovatus","Staphylococcus_hominis","Enterococcus_faecalis","Rothia_mucilaginosa","Bacteroides_caccae","Streptococcus_sp_A12","Sellimonas_intestinalis","Veillonella_dispar","Veillonella_rogosae","Streptococcus_peroris","Veillonella_parvula","Veillonella_atypica","Bacteroides_fragilis","Bacteroides_vulgatus","Bacteroides_uniformis","Streptococcus_infantis","Lachnospira_pectinoschiza","Lactobacillus_rhamnosus","Staphylococcus_epidermidis","Veillonella_infantium","Staphylococcus_lugdunensis","Clostridium_bolteae_CAG_59","Flavonifractor_plautii","Clostridium_bolteae","Streptococcus_salivarius","Eggerthella_lenta","Clostridium_citroniae","Anaerotruncus_colihominis","Veillonella_sp_T11011_6","Clostridium_aldenense","Clostridium_symbiosum","Enorma_massiliensis","Streptococcus_thermophilus","Streptococcus_parasanguinis","Parabacteroides_merdae","Bacteroides_thetaiotaomicron","Clostridioides_difficile","Clostridium_clostridioforme","Faecalibacterium_prausnitzii","Sutterella_parvirubra","Varibaculum_cambriense","Agathobaculum_butyriciproducens","Parabacteroides_distasonis","Gordonibacter_pamelaeae","_Collinsella__massiliensis","Haemophilus_sputorum","Collinsella_stercoris","Escherichia_coli","Actinomyces_sp_HMSC035G02","Ruthenibacterium_lactatiformans","Collinsella_aerofaciens","Eubacterium_rectale","Fusicatenibacter_saccharivorans","Intestinibacter_bartlettii","Actinomyces_odontolyticus","Klebsiella_oxytoca","Collinsella_intestinalis","Haemophilus_sp_HMSC71H05","Turicibacter_sanguinis","Akkermansia_muciniphila","Actinomyces_sp_oral_taxon_181","Aeriscardovia_aeriphila","Bifidobacterium_breve","Haemophilus_parainfluenzae","Bilophila_wadsworthia","Bifidobacterium_longum","Bifidobacterium_bifidum","Bifidobacterium_dentium","Coprobacillus_cateniformis","Clostridium_innocuum","Intestinimonas_butyriciproducens","Bifidobacterium_adolescentis","Parasutterella_excrementihominis","Clostridium_spiroforme","Bifidobacterium_pseudocatenulatum","Erysipelatoclostridium_ramosum","Group"
"42_B",0,0,0,0,0,0,0,0,0,0.0006198,0,0,0,0,0,0,0,0,3.88e-05,0,3.3e-06,0.0002159,0,0,0.000687,3.06e-05,0.0002813,0,0.0028879,0.0029203,0.0007976,0,0,0,0,0,0,0,0.000133,0.0003726,0,0,0,0,0,0,0,0,0,0.0098361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1542212,0,0,0,0,0.6448347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2e-06,0,0.000102,3.04e-05,0,0,0,0,0,0,0,0.1815538,0,"B"
"45_12M",0.0034124,0,2.6e-06,8.02e-05,0,0,0.0057295,0,0.0050683,0,0,0,9.43e-05,0.0170401,0,0,0.0008521,0,5.59e-05,0,0,0,0,4.3e-06,0.000188,0,0,0,0,0,0,0,5.2e-05,0,0.0001003,0.0019379,0.0001384,0.0950293,0.0753529,0,0,0,0.0008962,0,5.92e-05,0,0,0,0.0052224,1.99e-05,0.004075,0,0.0046515,0,0,0,3.09e-05,9.1e-05,0.0001566,0,0,0.000227,0.0003163,0.0031651,0,0,0,0,0.0007986,0.0001543,0,0.0006211,0.0124013,0,0.0010751,0.0488134,0,0.0177269,0.0022499,6.7e-06,0,0.0001596,0,0,0,0,0.0002223,0.2658929,0,0,0.0035934,0.1988816,0,0,0.0045825,0,0.0266332,0,0.0006558,0,0.0024431,"12M"
"45_4M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1e-06,0,0,0,0,0,3.4e-05,0,0,0,0,0,0,0,7.75e-05,0,0,0.0001722,0.0002444,0.2812267,0.3095475,0,0,0,0,0,6.2e-06,0,0,0,0.0009865,6.37e-05,0,0,0,7.8e-06,0,0,3.5e-06,1.51e-05,8.88e-05,0,0,0,0.0061702,0,0,0,0,0,0,6.04e-05,0,0.000358,0.0509446,0,0,0.0338223,0,0,0,0,0,0.00011,0,0,0,0,0,6.09e-05,0.0001221,0,0.0459085,7.68e-05,0,0,0.0001275,0,0.016436,0,0,0,0.0041878,"4M"
"45_B",0,0,0,0,0,0,0,0,0,0.0001768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0004998,0.9016429,0,0,0,0,0.001942,0,0,0,0,0,0.0001866,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49e-05,0,0,0,0,0,0,0,0,0,0,0,4.32e-05,0,0,2.58e-05,0,0,0,0,0,0,0,4.23e-05,5.7e-06,0,0,2.09e-05,5.26e-05,0,0,0.0596927,0,0.0301683,0,0,0,0,"B"
"503_12M",0.0364412,0.0002613,0.0782835,0,0.0022499,0.001191,0.0100451,0,0.0025974,0,0,0.0020946,0.0008258,0.0214934,0,0,0,0,0.0399195,0,0.0573983,0,0.0458592,0.0493716,0,0.0905996,0,0,0,0,0,0,9.31e-05,0,0,0.0001716,0,0.0449799,0.1852536,1.19e-05,0,0.009792,6.73e-05,0,3.39e-05,0,0,0.0047765,0,6.45e-05,0.0010469,0,0.0007041,0,0.0003055,0.000378,0,0,0,0,0,0,0.0017179,0.0556358,0,0,0,0,0.0003479,0,0,0,0.0006969,0,0.001171,0,0.0806359,0.0300329,0.0008934,0,0,0,0.0001325,0.0006003,0,0,0,0.0027461,5.68e-05,0,0.0129724,0,9.5e-06,0.0001329,0.0041877,0.0048215,0.0670918,0.0078394,0,0,0.0019166,"12M"
"503_4M",0,0,0,0,0,0,0,0,0,0.0002656,0,0,0,0,0,0,0,6.63e-05,2.8e-06,0,0,0,0,0,0.0004453,0.0221137,0,0.0540164,0,0,1.48e-05,0.0431272,0,0,0,0.0001448,0,0.1221042,0.0057702,0.0078897,0,0,0,0,0,0,0,0.0275383,0,0,0.0016179,0,0,0,0,0,0.0001377,0.0008346,0.000116,0,0.0051662,0.0073361,0,0,0,0,0,0.0198082,0.0003788,0.0002295,0,0.0009678,0.2090892,0,0,0.0799993,0,0,0.0001966,5.9e-06,2.01e-05,0.0001408,0,0,0,0,0,0,0,0.0027578,0.0210471,0.102006,0,0,0,0,0.2477138,0,0,0,0,"4M"
"503_B",0,0,0,0,0,0,0,0,0,0.0005826,0,0,0,0,0,0,0,4.22e-05,1.63e-05,0,0,0,0,0,0.000486,0.0029934,0,0.0011325,0.0003603,8.65e-05,0,0,0,0,0,0,0,0.1145909,0.0067557,0.0005859,0,0,0,0.0010889,0,4e-05,0,0,0,0.001583,0,0,0,0,0,0,0,0,0.0012124,0,0,0,0,0,0,0,0,0.0015429,0,0,0,0,0.54635,0,0,3.18e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780992,0.0598967,0,0,0,0,0.1814566,0,0,0,0,"B"
"504_12M",0.0196458,0,0.1011183,0,0,0,0.0315722,0.0001158,0,0,0,0.0042893,0,0.0115636,0,0,0,0,0,0,0,0,0.1411547,0.0272648,0,0,0,0.0004139,0,0,1.31e-05,0,0.0117758,0,0,0.0001002,0.00168,0,0.2752797,0,0,0,0,0,0.0042821,0,0,0.0108832,0,0.0029333,4.16e-05,0,0,0.0013995,0,0,3.4e-05,0.0483075,7.25e-05,0,0,0,0.0096194,0.1136837,0.0007154,0,0.0172973,0,0,7.7e-05,0.0006811,0.0002902,0.0243892,0,0,0.013315,0,0.0132895,0.006226,0,9.29e-05,3.75e-05,0,0.000845,0.0058214,0,0,0,0.0078882,0,0.0169012,0.0092151,0.0005622,0,0.0016575,0,0.0066494,0,0,0,0.0016817,"12M"
"504_4M",0,0,3.7e-05,0,0,0,0,0.0091083,0,0.0001764,0,0,0,0,0,0,0,0,0,0,0,0,1.65e-05,0,0.0005076,0,0,0.7056613,4.09e-05,0,0,0,0,0,0,0.0348169,0.0003013,0,8.05e-05,0,0,0,0,0,0,0,0,0.0158584,0,0.0007474,0,0,0,0,0,0,0,0,0.0018017,0,0,0,0,1.54e-05,0,0,0,0,0,0,0,0,0.1355731,0.0011336,0,0,0,0,0.0009399,0.0002365,0.0016307,0,0,0,0,4.21e-05,1.66e-05,0,0.0015295,0,0.03355,0,0.0017908,0,0,0,0,0,0,0,0.0012054,"4M"
"504_B",0,0,4.52e-05,0,0,0,0,0,0,0.0001205,0,0,0,0,0,0,0,0.0006562,0,0,0,0,1.89e-05,0,0.0082764,0,0,0.8480344,0.0096912,0,0,0,0,0,0,0.0026735,0,0,3.74e-05,0,0.0001858,0,0,0.0001863,0,0.0048602,0,0,0,0,0,0,0,0,0,0,0,0,0.0024877,0,0,0,0,9.52e-05,0,0,0,0,0,0,0,0,9.8e-05,0,0,0,0,0,0,0,0.0033437,0,0.0001928,0,0,0,0,0,0.0005912,0,0,0,0.0001558,0,0,0,0,0,0,0,0,"B"
"507_12M",0.0106203,0.0004812,0.0003223,0.0026266,0,0,0.0142197,0,0,0.0011209,0.0148414,0.0226324,0,0,3.77e-05,0,0,0,0,0,0.0717283,7.37e-05,0,0,0.0001467,0,0,0.0001341,0.0001368,0,0.0006636,0,0,0,1.29e-05,0,0,0.0008199,0,2.4e-05,3.35e-05,0,0,0,0,0,0,0.0410131,0.0031047,0.0009605,0.0186054,0.0168968,0,0,0,0,0,0,0.0002215,2.36e-05,0.0001326,0.0242787,0.0105836,0.0764958,0,0,0,9.2e-06,0.0028485,0.0001455,0,2.03e-05,0.0249465,3.5e-06,0,7.3e-05,0.1947022,0,0.0020209,0,0,3.7e-05,0.0002866,0.0003163,0,0.0002029,0,2.23e-05,0.0003292,0,0.1725407,0,0,0.0130684,0.1861343,0,0,0,0.0036247,0.000166,0.0193214,"12M"
"507_4M",0,0,2.42e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0027257,0,3.78e-05,0,0,0,0,0,0,0.0001064,1.1e-05,0,0.0007235,0,0,0,0,4.27e-05,0,0,0.0532585,0,0,2.75e-05,0,0,0,0.0100763,0,0,0,0,0,0,0.0004988,0,0,0,3.4e-06,0,0,2.2e-06,0,0.0001193,0,0,0,0,1.4e-05,0,0.0014075,0,0,0,6.26e-05,0,6.6e-06,0.0226364,3.43e-05,0,0,0,0,0.0038974,0.0007707,0,2.39e-05,0.0003249,0,0,0.0517044,3.97e-05,0.3602499,8.85e-05,0,0.0735923,0,5.64e-05,0,0.1688187,0,0,0,0,0.0772786,0,"4M"
"507_B",0,0,1.24e-05,0,0,0,0,0,0,6.02e-05,0,0,0,0,0,0,0,8.98e-05,0,0,1.1e-06,0,0,0,0.0001487,1.63e-05,0.006083,0,6.19e-05,0,0,0,0,0,0,0,0,0,1.63e-05,0,0,0,0.0361644,0.0297522,0,0,0,0,0,0.0061032,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88e-05,0,0,0,0,0,0,0,0,0.064936,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,9.58e-05,0.8557261,0.0006485,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"511_12M",0.0287052,0,4.8e-06,0,0.0013381,0,0.0102502,0.0004419,0,0,0.0003327,0,0,0.0162836,4.79e-05,0,0,0,3.22e-05,0,0,0.3467219,0.0073069,0.0347939,0,7.3e-06,0,0,7.76e-05,0.0701907,0,0,0.0001803,0,0,0,1.8e-05,0.0001273,0.0002898,0.2420004,0,0,0,0,9.62e-05,0,0,0.0042234,0.002625,0.0007246,0.0001557,0,0,0,0,0,0,0,9.6e-05,0.0188966,4.34e-05,0.000242,0,0.082039,6.3e-06,0,0,0.0127484,2.04e-05,0,0,3.27e-05,0.0036298,0,0.0003582,0.0043947,0.0022198,0.0071193,0.0002344,0,0,1.3e-05,6.23e-05,0,0.0022683,0,0,0.0001228,0.0010446,0.0005084,0.0018503,0.0001618,0,0,0.0002645,0,0,0.0001883,0,0.0019536,0.0018101,"12M"
"51_12M",0.0664848,0,0,0.0019558,0,0,0.0069786,4.63e-05,0,0,0,0.0004935,0,0.0154698,0.0144092,0,0,0,0,0,0.0009692,0,0.0576637,0,0,0.0432517,0,0,7.71e-05,0.0225982,0,0.0017963,0.0017503,0,0,0.0001103,0.010908,0.0400512,0.1547992,0.3218743,0,0,0,0,0.0015757,0,6.7e-05,0.0031027,0.0001503,0.0021436,0.0004481,0,0.0002278,0.0001719,0.0002808,0.0026621,0,0,6.04e-05,0,0.0130757,0,0.0003692,0.0879991,1.55e-05,0,0,0.0346333,8.33e-05,0,0,0,0.0001431,0,0.0005254,0.0001311,0.0102346,6.95e-05,0.0005947,0,0,0,0.0016867,0,0.0086934,0,0,0.0004685,0.0008666,0.0005619,0.004778,0.0091619,0,0.0009212,0.0015252,0,0.0001213,0,0,0,0.0024144,"12M"
"511_4M",0,0,6.49e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001615,0.089873,0,0,0.0001483,0.0057615,0,0,0,0.0308984,0,0,0.001247,0,0,2.64e-05,0.0015973,0.3910196,0,0.0072296,0,0,0,0,0.0004649,0,0,0.005067,0,0.0002736,0,0,0,7.1e-05,0,0,2.12e-05,0,0,0.050896,0.1160131,0,0,5.5e-06,0,5.51e-05,0,0.0383155,0,8.6e-05,0,0.0002853,0,1.14e-05,0,0.0312834,0,0,0.0002311,2.02e-05,0,3.29e-05,0,0,0,0,3.56e-05,0.042846,0,0.0003408,0.0032168,0,0,0,0.0046975,0,0,0,0,0.0742394,0,"4M"
"511_B",0,0,6.85e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8e-06,0.0011643,0,0,1.45e-05,0.0012202,0,0,1.3e-06,0.0006343,0,0,0.0002354,0,0,0,0,0.6991926,0.0136044,0.0005062,8.15e-05,0,0,0.0036249,5.12e-05,3.79e-05,0,0,0,0.0005965,0,0,0,2.8e-05,0,0,0,0,0.0016581,0.0121885,0.0153724,0,0,0,0,0,0,0.0685969,0,0,0,6.4e-06,0,0,0,0.0015049,0,0,0,3.95e-05,0,0,0,0,0,0,2.32e-05,5.97e-05,0.0001242,0.0028025,0.0589711,0,0,0,0,0,0,0,0,0.1000013,0,"B"
"51_4M",0.0073718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008863,0,0,0,0,0.0144059,0,0,0,0.0001868,0.0480682,0,0,3.3e-06,0,0,0,0.0006494,0,0.0001084,0.0029464,0.0020416,0.4751111,9.88e-05,0.0203776,1.58e-05,0,0.0042498,0,0.0004809,0,0,0.0017705,0,0.0001477,0.0006838,0,0,8.58e-05,0,0,0,0,8.37e-05,0,0,0,0,0,7.6e-06,0,0,0.3520937,8.6e-05,0,0,0,0.0094743,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0,0,0.0476342,0,0.0074684,0,0,0,0,0,0,0,0.0033355,"4M"
"521_12M",0,0.0001488,0,0.0051525,0,0,0.0363258,6.75e-05,0,0,0,0.0065284,0,0,0,0.000225,0,0,0,6.39e-05,0,0,0,0,0,0,0.0001816,0.0010469,0,0,0,0,6.51e-05,0,0,0.0019251,0,0.1185899,0.1265446,0,0,0,0,1.15e-05,0.0001158,0,0.0014915,0.0069739,0.0027407,0.0013001,0.0009235,0.0007289,0,0,9.09e-05,0.0003768,0,0.0034642,0,0.0210157,0,7.2e-05,0.0024427,9.2e-06,0,0,0,0,0.0001805,0,0,0,0.2987739,0,0,0,0,0,0,0,0.0002429,0,0,0,0.0003317,0,0,0.0021388,0.0001199,0,0.0001838,2.12e-05,0,1.71e-05,0.0028596,0,0,0,0,0,0.0006355,"12M"
"521_4M",0.0123399,0,0,0,0,0,0.0098157,2.3e-06,0,0,6e-05,0,0,0,0,0,0,0,1.54e-05,0,0,1.2e-05,0,0,4.21e-05,0,0,0,0,2.8e-06,0,0,0.0007442,0,3.69e-05,0.0006407,0.0001143,0.5641029,0.0217287,9.4e-06,0,0,0.0146887,2.81e-05,9.17e-05,0,0.001073,0.0025566,0.0014018,5.54e-05,0.0028157,0,0,3.77e-05,0,0.0014323,0,0,0,0.0540733,0,0.0013649,0,4.17e-05,0,0,0,0,0.0004424,0,0,0,0.0045566,0,0,0,0,0,1.34e-05,1.57e-05,0,0,0,0,0,0,0.0001154,0.1528432,0,0,0.0454382,0,0,0,0,0,0,0,0,0.0777382,0.0005652,"4M"
"521_B",0,0,0,0,0,0,0,0,0,0,0.000124,0,0,0,0,0,0,0,0,0,0,6.18e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002715,0.0014429,8.35e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65e-05,0,0,0,0,0,0,0,0,0.9978753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"526_12M",0.0002681,0.0007115,0,0.0026758,0,0,0.0326213,1.37e-05,0,0,0.0009767,0.0711757,0.0020888,0,0,0,0,0,0,5.58e-05,0,0,0,0,1.35e-05,1.23e-05,0,0,0.0002676,0,0,0.0185497,0.0017909,0.0001518,0,0.0001353,0.0012214,0,9.9e-06,0.0002039,2.15e-05,0,0,0,0.0016757,0,0,0.0261112,0.0245263,0.0040716,0.0375254,0,0,0.0003051,0.0037802,3.44e-05,0,1.66e-05,0.0006421,0,0,0,0,0,0,0,0,0,0.0058972,2.4e-05,5.66e-05,0,0.0097876,0,0.0265256,0,0,0,0.0057988,0,4.03e-05,0,5.42e-05,0,0.0845796,0,0,0.001309,8.55e-05,0,0.0001406,0.0056381,1.43e-05,0.006371,0.0565415,0,0,0,0,0,0.0310698,"12M"
"526_4M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003518,0,0,0,0,0,0,0,0,0,0,3.34e-05,0.0004626,0,0,0,0,0,0,0,0.0010941,0,0.3200093,0.0347224,0,0,0,0.0149846,1.5e-05,0,0,0,0,0,0.0005931,0,0,0,0,0,0,2.69e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.53e-05,0,0.0002967,0,0,0,0.016984,0,0,0,4.16e-05,0.0056651,2.62e-05,0,0,0,0,0,0,2.58e-05,0,0.238091,0.3580476,0.0052021,0,0,0,0,0,0,0,0,"4M"
"527_12M",0.0132797,0,0,0,0,0,0.0042274,0.0003247,0,0,0,0.0013602,0,0.0183822,0,0,0.0031288,0,0,0,0,0.1593333,0,0,0,0,0,0,0.0001021,0.0110257,6.13e-05,0.0012781,0.000431,0.000228,0,0,0,0,0,0.4499992,0,0,0,0,0.0001765,0,0.001475,0.002284,0.0026065,0.0019307,0.0021361,3.78e-05,4.92e-05,0,0,0.0005043,0,0.0013415,0,0,0.0116377,0,0,0.0244431,0,0,0,0.0304517,0.0005855,0,0,0,0.0011992,0,0.0015484,0,0,0,0.0014722,0,0,0,0.0001371,0.0008227,0.0073836,0,1.17e-05,0.0037682,0.0002297,0.000183,0.0203028,0,0,0.0007948,0.0003103,0,0,0.0037194,0,0,0.0016961,"12M"
"527_4M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6177415,0,0,0.0005372,0,0,0.0019939,0.0001363,0,0.0002265,0,0,0,0,0,0,0,0,0.0237324,4.54e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212171,0,0,0,0,0,0,0,0.0007181,0,6.92e-05,0,0,0,0.000293,0.0008665,3.91e-05,0,0.3321945,0,0,0,0,0,0,0,0,0,0,"4M"
"527_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001934,0,0,0,0.0004965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9990455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001756,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"53_12M",0.0589565,0,0,0,0.0017608,0,0.0060309,0,0,0,0.045404,0.0059972,0.0025554,0,0,0,0,0,0,6.84e-05,0,0,0.002866,0,0,0,0,0,0,0,0,0.0058373,0.0007844,0,0,0.0003302,0.0002331,0.0727564,0.0803547,0.1170463,0,0,0,0,0.000603,0,0,0.0025139,2.26e-05,0,0.0007561,0.0009003,0,0.0001007,3.1e-06,0,4.16e-05,0,0,0,0,0.0001271,0.002916,0.0181369,0,0,0,0.0199234,0.0001401,0.0002192,0,0.0008358,0.0742302,0,0.0017994,0.0638795,0,0,0.0005277,0,0,5.31e-05,0,4.46e-05,0,0,1.78e-05,0,0,0.0011203,0.0097661,0.0191698,0.0009272,6.17e-05,0.0015298,0,0.0636554,0.0148148,0.0001004,0,0.0029602,"12M"
"532_12M",0,0.0013879,0,0,0,0,0.0278665,0.0002262,0,0,0,0.0001694,0,0,0.0017114,0,0,0,0,0,0.0015459,0,0,0,0,0.1089098,0,0,0,0.0096804,0,0,0.0014353,0,0,2.09e-05,0.0014619,0.0078732,0.0636071,0.7017284,0,0,0,0,0.0007348,0,0.0033504,0.0005429,0.0038325,0.0031349,0.0005131,0,0.0004013,8.35e-05,0,0.0033855,0,0,0.0001139,0,0,0.0013751,0,0.0001752,0,0,0,0,6.88e-05,0,0,0,0.0023348,0,0,0,0,0,0,0,0,0,0,0,0.000969,0,0,0,0,1.86e-05,0,0,0,0,0.0153252,0,0,1.59e-05,0,0,0,"12M"
"532_4M",0.1481774,0,0,0,0,0,0.0553729,0,0,3.64e-05,0,0,0,0,0,0,0,0.0001359,0,0.0017441,0,0,0,0,0.0003606,1.4e-06,0,0.0098881,2.52e-05,0,2.6e-06,0,0.0002463,0,3.92e-05,0,0.0014912,0,0,4.66e-05,3.13e-05,0,0,0,0.00014,0,0,0.0161912,0.0067236,0,0.0022101,0,0,1.19e-05,0,0.0636128,0,0.0001337,0.0003087,0,0,0.0057294,0.0140021,0,0,0,0,0,0.0002998,1.9e-06,0,0,0.0024572,4.87e-05,0,0.0001736,0,0,0.0037928,0.0001298,0,0,0,0,0,0,2.28e-05,0,0,0,0.0700087,0.0481719,0.0069954,0,0.0483084,0,0,0,0,0,0.0252018,"4M"
"532_B",0.0003214,0,0,0,0,0,8.67e-05,0,0,0.0009934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004175,0,0,0.0128476,0.0016694,0,0,0,0,0,0,0,0,0,0,7.46e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86e-05,0,0,0.0001374,0,0,0,0,0,0,0,0,0,0,0,0.0001976,0,4.38e-05,0,0,0,0,0,0,0,0,0,0.001359,0,0,0,0,0,0.0333211,0,0.0001345,0.0001013,0,0,5.76e-05,0,0,0,0,0,0,"B"
"53_4M",4.6e-06,0,0,0,0,0,0.0479108,0,0,0,0,0.0009389,0,0,0,2.85e-05,0,0,0,0,0,0,0,0,0,0,0,0.0045748,0,0,0,0.0094004,4.77e-05,0,0,0.000816,0.0003988,0.3631906,0.0200369,0.0310479,0,0,0.0009782,0,5.29e-05,0,0,0,0,8.46e-05,0.0024532,0,0,0,0,0,2.12e-05,0,0.000102,0,0,0,0.0032837,0,0,6.16e-05,0,0.012332,0.0003638,7.56e-05,0,0.0004329,0.2413656,0,0,0.0323743,0,0,0,0,0.002846,3.24e-05,0,0,0,0,0,0,0,0.0002381,0.0087169,0,7.2e-05,0,0.0046841,0,0.0148363,0,0,0,0.0051702,"4M"
"536_12M",0.0058266,0,0.000185,0,0.000875,0.003049,0.0104034,4.1e-06,0.0002304,0,0.0129679,0.0014964,0,0.0260177,0.0105724,0,0,0,0.0001553,0,0.0096881,0,0.0308683,0.0162146,0,0.1217614,0,0,0,0.0644863,6.04e-05,0.0003718,0.0002044,9.03e-05,0,3.46e-05,0,0,0.3514787,0.1591525,0,0,0,0,0.000186,0,8.08e-05,0.0022231,0.0013809,0,0.0008272,0,0,0,0,0,0,0,5.7e-05,0,0.0276187,0,0,0.0403871,0,0,0.0006127,0,0.0001595,0,0,0,0.000176,0,0.0002292,0.0013944,0.011796,0.0250369,0.0012134,0,0,0,0.0010002,1.63e-05,0,0,0,0,0.0010429,0,0.0018596,0.0002168,0,0,0.0002928,0.0008355,0,0,0,0,0,"12M"
"536_4M",0.0013214,0,9.6e-06,0,0,0,0.0233312,0,0,9.56e-05,0,0.0019496,0,0.0030949,0,0,0,0.0001092,2.3e-05,0,0,0,0,0,0.0014676,1.41e-05,0,0.0093377,4.92e-05,0,0,0,0.0012642,0,0.0001036,0.0066703,0.001245,0,0.1065091,9.24e-05,2.23e-05,0,0,0,0.0007442,0,5.48e-05,0.0009785,0.0035009,0,0.0014149,0.004326,0,0.0001694,0,0,0,0.0006321,0.0002842,0,0,0,0,3.99e-05,0,0,0,0,0.0002236,0,0,0,0.0932242,0.0001064,0,6e-06,0,0,0,0.0001256,0,0,0,0,0,0,0.0002186,0,0,0,0.4629675,0.2410619,0.0132524,0,0.0173837,0,0,0,0,0,0.0018542,"4M"
"536_B",0,0,0,0,0,0,0,0,0,5e-05,0,0,0,0,0,0,0,0.0025707,0,0,0,0,0,0,0.0031147,0,6.06e-05,0.5735044,0.0059564,0,2.2e-05,0,0.0001239,0,0,7.76e-05,0,0.0002866,0,0,0.0062318,0,0,0.0032665,0.0001081,0.0066688,0,0,0,0.2250257,0,0,0,9.4e-06,0,0,0,0,0.0090491,0.0014599,0,0,0,0,0,0,0,0,0,0,0.0049571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563951,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"53_B",0,0,0,0,0,0,0,0,0,6.08e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34e-05,0,0,0.000106,0.0014094,0,0,0,0,0,0,0,0,0.0002478,0.1434778,0.0021474,0.0001018,0,0,0.0025625,0,0,0,0,0,0.0013614,9.7e-06,0,0,0,0,0,0,0,0.000386,0,0,0,0,0,0,0,0,0.000742,0,0,0,5.98e-05,0.3925952,0,0,0.0030472,0,0,0,0,0,0,0,0,0,0,5.01e-05,0,0,0,0.0827687,0,0,0,0,0,0.2118628,0,0,9.7e-06,0,"B"
"544_12M",0.0444316,0,0.0866723,0.0014983,5.47e-05,0,0.0022136,0.0001657,0,0,0,1.07e-05,0,0,0,0,6e-06,0,0.0119879,0.0003913,0,0,0.0253841,0,0,0,0,0,0,0,2.22e-05,0,0,8.21e-05,0,0,0,0,0.0831612,0.0347974,0,0.0197088,0,0,0,0,0.0008735,0.0031946,0.0013777,0.0016013,0.0001092,0.0010888,0.0002374,0,0,0.0011705,0,0,0,0.0207747,0.0316636,0,0,0,0.0002712,0,0,0,0,1.34e-05,5.3e-06,0.0016968,0.0006181,0,0,2.44e-05,0,0.0016084,0.0001771,0,0,8.42e-05,0,0,0,0,0,0,0.0002008,0.0004319,0,0,0,0,0.0022294,0,0,0,0,0,0.001244,"12M"
